"Allow URL rewrites","Allow URL rewrites"
"Make certain that rewrites are correctly configured on your server before enabling. If not you will be unable to login to disable rewrites.","Make certain that rewrites are correctly configured on your server before enabling. If not you will be unable to login to disable rewrites."
